TaxonId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,FullName,,AuthorYear,RankName,CurrentListing,FullAnnotationEnglish,AnnotationEnglish,AnnotationSpanish,AnnotationFrench,#AnnotationSymbol,#Annotation,SynonymsWithAuthors,EnglishNames,SpanishNames,FrenchNames,CitesAccepted,All_DistributionISOCodes,All_DistributionFullNames,NativeDistributionFullNames,Introduced_Distribution,Introduced(?)_Distribution,Reintroduced_Distribution,Extinct_Distribution,Extinct(?)_Distribution,Distribution_Uncertain
101410,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,birostris,,Mobula birostris,,"(Walbaum, 1792)",SPECIES,II,Appendix II: ,Appendix II:Listing adopted at CoP17 in October 2016 with entry into effect delayed by 6 months. ,Appendix II:Inclusión adoptada en la CoP17 en octubre de 2016 con entrada en vigor retrasada de 6 meses. ,Appendix II:Inscription adoptée à la CdP17 en octobre 2016 avec entrée en vigueur reportée de 6 mois. ,,Appendix II: ,"Manta ehrenbergii (Müller & Henle, 1841), Manta hamiltoni Hamilton & Newman, 1849, Manta raya Baer, 1899, Manta birostris (Walbaum, 1792), Raja birostris (Walbaum, 1792), Raja birostris (Donndorff, 1798), Mobula birostris (Walbaum, 1792), Cyrtonaias birostris (Walbaum, 1792)","Giant Manta Ray, Oceanic Manta Ray, Pacific Manta Ray",,,TRUE,"AO, AU, BS, BZ, BM, BR, CV, KY, CN, CX, CP, CC, CO, CR, CU, DJ, DO, EC, EG, SV, FJ, GF, PF, GD, GU, GT, GY, HN, IN, ID, IL, JM, JP, KE, MG, MY, MV, MX, MZ, MM, AN, NZ, NI, NG, MP, PA, PE, PH, SH, SA, SN, SC, ZA, LK, SD, TW, TH, TT, TZ, US, UY, VE","Angola, Australia, Bahamas, Belize, Bermuda (United Kingdom), Brazil, Cabo Verde, Cayman Islands (United Kingdom), China, Christmas Island, Clipperton, Cocos (Keeling) Islands, Colombia, Costa Rica, Cuba, Djibouti, Dominican Republic, Ecuador, Egypt, El Salvador, Fiji, French Guiana [FR], French Polynesia, Grenada, Guam, Guatemala, Guyana, Honduras, India, Indonesia, Israel, Jamaica, Japan, Kenya, Madagascar, Malaysia, Maldives, Mexico, Mozambique, Myanmar, Netherlands Antilles, New Zealand, Nicaragua, Nigeria, Northern Mariana Islands, Panama, Peru, Philippines, Saint Helena and Dependencies (United Kingdom), Saudi Arabia, Senegal, Seychelles, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Trinidad and Tobago, United Republic of Tanzania, United States of America, Uruguay, Venezuela (Bolivarian Republic of)","Angola, Australia, Bahamas, Belize, Bermuda (United Kingdom), Brazil, Cabo Verde, Cayman Islands (United Kingdom), China, Christmas Island, Clipperton, Cocos (Keeling) Islands, Colombia, Costa Rica, Cuba, Djibouti, Dominican Republic, Ecuador, Egypt, El Salvador, Fiji, French Guiana [FR], French Polynesia, Grenada, Guam, Guatemala, Guyana, Honduras, India, Indonesia, Israel, Jamaica, Japan, Kenya, Madagascar, Malaysia, Maldives, Mexico, Mozambique, Myanmar, Netherlands Antilles, New Zealand, Nicaragua, Nigeria, Northern Mariana Islands, Panama, Peru, Philippines, Saint Helena and Dependencies (United Kingdom), Saudi Arabia, Senegal, Seychelles, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Trinidad and Tobago, United Republic of Tanzania, United States of America, Uruguay, Venezuela (Bolivarian Republic of)",,,,,,
68411,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,eregoodootenkee,,Mobula eregoodootenkee,,"Bleeker, 1859",SPECIES,II,Appendix II: ,Appendix II:Listing adopted at CoP17 in October 2016 with entry into effect delayed by 6 months. ,Appendix II:Inclusión adoptada en la CoP17 en octubre de 2016 con entrada en vigor retrasada de 6 meses. ,Appendix II:Inscription adoptée à la CdP17 en octobre 2016 avec entrée en vigueur reportée de 6 mois. ,,Appendix II: ,"Mobula diabolus Whitley, 1940","Longhorned pygmy devil ray, Pygmy devilray",,,TRUE,"AU, BH, BD, BN, KH, CN, KM, DJ, EG, ER, HK, IN, ID, IR, IQ, IL, JO, KE, KW, MO, MG, MY, MV, MU, YT, MZ, MM, OM, PK, PW, PG, PH, QA, SA, SC, SG, SB, SO, ZA, LK, SD, TW, TH, TL, AE, TZ, VN, YE","Australia, Bahrain, Bangladesh, Brunei Darussalam, Cambodia, China, Comoros, Djibouti, Egypt, Eritrea, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kenya, Kuwait, Macao, SAR, Madagascar, Malaysia, Maldives, Mauritius, Mayotte, Mozambique, Myanmar, Oman, Pakistan, Palau, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, United Arab Emirates, United Republic of Tanzania, Viet Nam, Yemen","Australia, Bahrain, Bangladesh, Brunei Darussalam, Cambodia, China, Comoros, Djibouti, Egypt, Eritrea, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kenya, Kuwait, Macao, SAR, Madagascar, Malaysia, Maldives, Mauritius, Mayotte, Mozambique, Myanmar, Oman, Pakistan, Palau, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, United Arab Emirates, United Republic of Tanzania, Viet Nam, Yemen",,,,,,
68413,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,hypostoma,,Mobula hypostoma,,"Bancroft, 1831",SPECIES,II,Appendix II: ,Appendix II:Listing adopted at CoP17 in October 2016 with entry into effect delayed by 6 months. ,Appendix II:Inclusión adoptada en la CoP17 en octubre de 2016 con entrada en vigor retrasada de 6 meses. ,Appendix II:Inscription adoptée à la CdP17 en octobre 2016 avec entrée en vigueur reportée de 6 mois. ,,Appendix II: ,"Cephaloptera olfersii Müller, 1836, Cephaloptera rochebrunei Vaillant, 1879, Ceratobatis robertsii Boulenger, 1897, Mobula rochebrunei Vaillant, 1879, Cephalopterus hypostomus Bancroft, 1831, Cephaloptera massenoidea Hill, 1862","Atlantic devilray, Lesser devil ray, Lesser guinean devil ray","Diablito de Guinea, Manta del golfo",,TRUE,"AO, AI, AG, AR, AW, BS, BB, BZ, BQ, BR, VG, CO, CR, CU, CW, DM, DO, GF, GD, GP, GT, GN, GW, GY, HT, HN, JM, MQ, MR, MX, MS, NI, PA, PR, BL, KN, LC, MF, VC, SN, SX, SR, TT, US, UY, VE, VI","Angola, Anguilla (United Kingdom), Antigua and Barbuda, Argentina, Aruba, Bahamas, Barbados, Belize, Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Colombia, Costa Rica, Cuba, Curaçao, Dominica, Dominican Republic, French Guiana [FR], Grenada, Guadeloupe, Guatemala, Guinea, Guinea Bissau, Guyana, Haiti, Honduras, Jamaica, Martinique, Mauritania, Mexico, Montserrat (United Kingdom), Nicaragua, Panama, Puerto Rico, Saint-Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Vincent and the Grenadines, Senegal, Sint Maarten, Suriname, Trinidad and Tobago, United States of America, Uruguay, Venezuela (Bolivarian Republic of), Virgin Islands of the USA","Angola, Anguilla (United Kingdom), Antigua and Barbuda, Argentina, Aruba, Bahamas, Barbados, Belize, Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Colombia, Costa Rica, Cuba, Curaçao, Dominica, Dominican Republic, French Guiana [FR], Grenada, Guadeloupe, Guatemala, Guinea, Guinea Bissau, Guyana, Haiti, Honduras, Jamaica, Martinique, Mauritania, Mexico, Montserrat (United Kingdom), Nicaragua, Panama, Puerto Rico, Saint-Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Vincent and the Grenadines, Senegal, Sint Maarten, Suriname, Trinidad and Tobago, United States of America, Uruguay, Venezuela (Bolivarian Republic of), Virgin Islands of the USA",,,,,,
68408,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,japanica,,Mobula japanica,,"Müller & Henle, 1841",SPECIES,II,Appendix II: ,Appendix II:Listing adopted at CoP17 in October 2016 with entry into effect delayed by 6 months. ,Appendix II:Inclusión adoptada en la CoP17 en octubre de 2016 con entrada en vigor retrasada de 6 meses. ,Appendix II:Inscription adoptée à la CdP17 en octobre 2016 avec entrée en vigueur reportée de 6 mois. ,,Appendix II: ,"Mobula rancureli Cadenat, 1959, Cephaloptera japanica Müller & Henle, 1841","Devilray, Japanese devilray, Spinetail devilray, Spinetail Devil Ray, Spinetail Mobula","Manta de espina, Mante de aguijón",Mante aguillat,TRUE,"AO, AU, BD, BR, CV, KH, CL, CN, CO, CG, CR, CI, KP, CD, EC, EG, SV, ER, FJ, GA, GH, GT, HN, IN, ID, IR, JP, MY, MV, MX, MZ, MM, NZ, NI, NG, OM, PK, PA, PE, PH, PT, KR, SA, SO, ZA, ES, LK, TW, TH, TV, AE, US, VN, YE","Angola, Australia, Bangladesh, Brazil, Cabo Verde, Cambodia, Chile, China, Colombia, Congo, Costa Rica, Côte d'Ivoire, Democratic People's Republic of Korea, Democratic Republic of the Congo, Ecuador, Egypt, El Salvador, Eritrea, Fiji, Gabon, Ghana, Guatemala, Honduras, India, Indonesia, Iran (Islamic Republic of), Japan, Malaysia, Maldives, Mexico, Mozambique, Myanmar, New Zealand, Nicaragua, Nigeria, Oman, Pakistan, Panama, Peru, Philippines, Portugal, Republic of Korea, Saudi Arabia, Somalia, South Africa, Spain, Sri Lanka, Taiwan, Province of China, Thailand, Tuvalu, United Arab Emirates, United States of America, Viet Nam, Yemen","Angola, Australia, Bangladesh, Brazil, Cabo Verde, Cambodia, Chile, China, Colombia, Congo, Costa Rica, Democratic People's Republic of Korea, Democratic Republic of the Congo, Ecuador, Egypt, El Salvador, Eritrea, Fiji, Gabon, Ghana, Guatemala, Honduras, India, Indonesia, Iran (Islamic Republic of), Japan, Malaysia, Maldives, Mexico, Mozambique, Myanmar, New Zealand, Nicaragua, Nigeria, Oman, Pakistan, Panama, Peru, Philippines, Portugal, Republic of Korea, Saudi Arabia, Somalia, South Africa, Spain, Sri Lanka, Taiwan, Province of China, Thailand, Tuvalu, United Arab Emirates, United States of America, Viet Nam, Yemen",,,,,,Côte d'Ivoire
68412,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,kuhlii,,Mobula kuhlii,,"Müller & Henle, 1841",SPECIES,II,Appendix II: ,Appendix II:Listing adopted at CoP17 in October 2016 with entry into effect delayed by 6 months. ,Appendix II:Inclusión adoptada en la CoP17 en octubre de 2016 con entrada en vigor retrasada de 6 meses. ,Appendix II:Inscription adoptée à la CdP17 en octobre 2016 avec entrée en vigueur reportée de 6 mois. ,,Appendix II: ,"Mobula diabolus Smith, 1943, Dicerobatis eregoodoo Cantor, 1849, Cephaloptera eregoodoontenkee Bleeker, 1859, Cephaloptera kuhlii Müller & Henle, 1841, Dicerobatis draco Günther, 1872, Mobula draco Günther, 1872","Lesser devilray, Shortfin devil ray",,Petit Diable,TRUE,"BH, BD, BN, KH, DJ, IN, ID, IR, IQ, KE, KW, MY, MV, MZ, MM, OM, PK, PH, QA, SA, SC, SG, SO, ZA, LK, TH, AE, TZ, VN, YE","Bahrain, Bangladesh, Brunei Darussalam, Cambodia, Djibouti, India, Indonesia, Iran (Islamic Republic of), Iraq, Kenya, Kuwait, Malaysia, Maldives, Mozambique, Myanmar, Oman, Pakistan, Philippines, Qatar, Saudi Arabia, Seychelles, Singapore, Somalia, South Africa, Sri Lanka, Thailand, United Arab Emirates, United Republic of Tanzania, Viet Nam, Yemen","Bahrain, Bangladesh, Brunei Darussalam, Cambodia, Djibouti, India, Indonesia, Iran (Islamic Republic of), Iraq, Kenya, Kuwait, Malaysia, Maldives, Mozambique, Myanmar, Oman, Pakistan, Philippines, Qatar, Saudi Arabia, Seychelles, Singapore, Somalia, South Africa, Sri Lanka, Thailand, United Arab Emirates, United Republic of Tanzania, Viet Nam, Yemen",,,,,,
68407,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,mobular,,Mobula mobular,,"Bonnaterre, 1788",SPECIES,II,Appendix II: ,Appendix II:Listing adopted at CoP17 in October 2016 with entry into effect delayed by 6 months. ,Appendix II:Inclusión adoptada en la CoP17 en octubre de 2016 con entrada en vigor retrasada de 6 meses. ,Appendix II:Inscription adoptée à la CdP17 en octobre 2016 avec entrée en vigueur reportée de 6 mois. ,,Appendix II: ,"Cephalopterus massena Risso, 1810, Raja cephaloptera Bloch & Schneider, 1801, Aodon cornu Lacepède, 1798, Mobula auriculata Rafinesque, 1810, Raja giorna Lacépčde, 1802, Cephaloptera dumerillii Billberg, 1833, Raja diabolus Shaw, 1804, Apterurus fabroni Rafinesque, 1810, Cephalopterus edentula Griffini, 1903, Raia fabroniana Lacepède, 1800, Anodon cornutus Billberg, 1833, Cephaloptera rissoi Billberg, 1833, Raia mobular Bonnaterre, 1788, Dicerobatis monstrum Klunzinger, 1871, Raja vespertilio Walbaum, 1792",Giant devil ray,Manta,Mante,TRUE,"AL, DZ, AS, AO, AU, BH, BD, BA, BN, BG, CV, KH, CM, CN, CX, CC, CO, KM, CG, CR, CI, HR, CY, KP, CD, DJ, EC, EG, SV, GQ, ER, FJ, FR, PF, GA, GM, GE, GH, GI, GR, GU, GT, GG, GN, GW, HN, HK, IS, IN, ID, IR, IQ, IE, IL, IT, JP, JE, JO, KE, KI, KW, LB, LR, LY, MO, MG, MY, MV, MT, MH, MR, MU, YT, MX, FM, MC, ME, MA, MZ, MM, NA, NR, NC, NZ, NI, NG, NU, MP, OM, PK, PW, PA, PG, PE, PH, PN, PT, QA, KR, RO, RU, SH, WS, ST, SA, SN, SC, SL, SG, SI, SB, SO, ES, LK, PS, SD, SY, TW, TH, TL, TG, TO, TN, TR, TV, UA, AE, GB, TZ, US, VU, VN, WF, EH, YE","Albania, Algeria, American Samoa, Angola, Australia, Bahrain, Bangladesh, Bosnia and Herzegovina, Brunei Darussalam, Bulgaria, Cabo Verde, Cambodia, Cameroon, China, Christmas Island, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Costa Rica, Côte d'Ivoire, Croatia, Cyprus, Democratic People's Republic of Korea, Democratic Republic of the Congo, Djibouti, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Fiji, France, French Polynesia, Gabon, Gambia, Georgia, Ghana, Gibraltar (United Kingdom), Greece, Guam, Guatemala, Guernsey (United Kingdom), Guinea, Guinea Bissau, Honduras, Hong Kong, SAR, Iceland, India, Indonesia, Iran (Islamic Republic of), Iraq, Ireland, Israel, Italy, Japan, Jersey (United Kingdom), Jordan, Kenya, Kiribati, Kuwait, Lebanon, Liberia, Libya, Macao, SAR, Madagascar, Malaysia, Maldives, Malta, Marshall Islands, Mauritania, Mauritius, Mayotte, Mexico, Micronesia (Federated States of), Monaco, Montenegro, Morocco, Mozambique, Myanmar, Namibia, Nauru, New Caledonia, New Zealand, Nicaragua, Nigeria, Niue, Northern Mariana Islands, Oman, Pakistan, Palau, Panama, Papua New Guinea, Peru, Philippines, Pitcairn Islands (United Kingdom), Portugal, Qatar, Republic of Korea, Romania, Russian Federation, Saint Helena and Dependencies (United Kingdom), Samoa, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Singapore, Slovenia, Solomon Islands, Somalia, Spain, Sri Lanka, State of Palestine, Sudan, Syrian Arab Republic, Taiwan, Province of China, Thailand, Timor-Leste, Togo, Tonga, Tunisia, Türkiye, Tuvalu, Ukraine, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, United Republic of Tanzania, United States of America, Vanuatu, Viet Nam, Wallis and Futuna Islands, Western Sahara, Yemen","Albania, Algeria, Bosnia and Herzegovina, Cabo Verde, Croatia, Cyprus, Egypt, France, Gambia, Greece, Guinea, Guinea Bissau, Iceland, Israel, Italy, Lebanon, Libya, Malta, Mauritania, Monaco, Montenegro, Morocco, Oman, Senegal, Slovenia, Spain, Sri Lanka, State of Palestine, Syrian Arab Republic, Tunisia, Türkiye",,,,,,"American Samoa, Angola, Australia, Bahrain, Bangladesh, Brunei Darussalam, Bulgaria, Cambodia, Cameroon, China, Christmas Island, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Costa Rica, Côte d'Ivoire, Democratic People's Republic of Korea, Democratic Republic of the Congo, Djibouti, Ecuador, El Salvador, Equatorial Guinea, Eritrea, Fiji, French Polynesia, Gabon, Georgia, Ghana, Gibraltar (United Kingdom), Guam, Guatemala, Guernsey (United Kingdom), Honduras, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Ireland, Japan, Jersey (United Kingdom), Jordan, Kenya, Kiribati, Kuwait, Liberia, Macao, SAR, Madagascar, Malaysia, Maldives, Marshall Islands, Mauritius, Mayotte, Mexico, Micronesia (Federated States of), Mozambique, Myanmar, Namibia, Nauru, New Caledonia, New Zealand, Nicaragua, Nigeria, Niue, Northern Mariana Islands, Pakistan, Palau, Panama, Papua New Guinea, Peru, Philippines, Pitcairn Islands (United Kingdom), Portugal, Qatar, Republic of Korea, Romania, Russian Federation, Saint Helena and Dependencies (United Kingdom), Samoa, Sao Tome and Principe, Saudi Arabia, Seychelles, Sierra Leone, Singapore, Solomon Islands, Somalia, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, Togo, Tonga, Tuvalu, Ukraine, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, United Republic of Tanzania, United States of America, Vanuatu, Viet Nam, Wallis and Futuna Islands, Western Sahara, Yemen"
68415,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,munkiana,,Mobula munkiana,,"Notarbartolo-di-Sciara, 1987",SPECIES,II,Appendix II: ,Appendix II:Listing adopted at CoP17 in October 2016 with entry into effect delayed by 6 months. ,Appendix II:Inclusión adoptada en la CoP17 en octubre de 2016 con entrada en vigor retrasada de 6 meses. ,Appendix II:Inscription adoptée à la CdP17 en octobre 2016 avec entrée en vigueur reportée de 6 mois. ,,Appendix II: ,,"Manta de monk, Munk's devil ray, Pygmy devilray, Pygmy Devil Ray, Smoothtail mobula","Diabolo manta, Manta Raya, Manta violacea, Tortilla",Mante de munk,TRUE,"AW, BQ, VG, CO, CR, CW, DO, EC, SV, GT, HN, MX, NI, PA, PE, PR, VE, VI","Aruba, Bonaire, Saint Eustatius and Saba, British Virgin Islands (United Kingdom), Colombia, Costa Rica, Curaçao, Dominican Republic, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru, Puerto Rico, Venezuela (Bolivarian Republic of), Virgin Islands of the USA","Aruba, Bonaire, Saint Eustatius and Saba, British Virgin Islands (United Kingdom), Colombia, Costa Rica, Curaçao, Dominican Republic, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru, Puerto Rico, Venezuela (Bolivarian Republic of), Virgin Islands of the USA",,,,,,
68410,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,tarapacana,,Mobula tarapacana,,"Philippi, 1892",SPECIES,II,Appendix II: ,Appendix II:Listing adopted at CoP17 in October 2016 with entry into effect delayed by 6 months. ,Appendix II:Inclusión adoptada en la CoP17 en octubre de 2016 con entrada en vigor retrasada de 6 meses. ,Appendix II:Inscription adoptée à la CdP17 en octobre 2016 avec entrée en vigueur reportée de 6 mois. ,,Appendix II: ,"Cephaloptera tarapacana Philippi, 1892, Mobula coilloti Cadenat & Rancurel, 1960, Mobula formosana Teng, 1962","Box ray, Chilean Devil Ray, Devil Ray, Greater Guinean Mobula, Sicklefin Devil Ray, Spiny Mobula","Diabolo Gigante De Guinea, Manta Cornuada, Manta cornuda, Manta raya, Raya cornuda, Vaquetilla",Mante chilienne,TRUE,"AU, BR, CV, CL, CN, CR, CI, EC, EG, FJ, GH, IN, ID, IL, JP, JO, MY, MV, MX, NA, PK, PW, PE, PT, SH, LC, SA, SN, ZA, ES, LK, SD, SR, TW, TH, US, VE","Australia, Brazil, Cabo Verde, Chile, China, Costa Rica, Côte d'Ivoire, Ecuador, Egypt, Fiji, Ghana, India, Indonesia, Israel, Japan, Jordan, Malaysia, Maldives, Mexico, Namibia, Pakistan, Palau, Peru, Portugal, Saint Helena and Dependencies (United Kingdom), Saint Lucia, Saudi Arabia, Senegal, South Africa, Spain, Sri Lanka, Sudan, Suriname, Taiwan, Province of China, Thailand, United States of America, Venezuela (Bolivarian Republic of)","Australia, Brazil, Cabo Verde, Chile, China, Costa Rica, Côte d'Ivoire, Ecuador, Egypt, Fiji, Ghana, India, Indonesia, Israel, Japan, Jordan, Malaysia, Maldives, Mexico, Namibia, Pakistan, Palau, Portugal, Saint Helena and Dependencies (United Kingdom), Saint Lucia, Saudi Arabia, Senegal, South Africa, Spain, Sri Lanka, Sudan, Suriname, Taiwan, Province of China, Thailand, United States of America, Venezuela (Bolivarian Republic of)",,,,,,Peru
68409,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,thurstoni,,Mobula thurstoni,,"Lloyd, 1908",SPECIES,II,Appendix II: ,Appendix II:Listing adopted at CoP17 in October 2016 with entry into effect delayed by 6 months. ,Appendix II:Inclusión adoptada en la CoP17 en octubre de 2016 con entrada en vigor retrasada de 6 meses. ,Appendix II:Inscription adoptée à la CdP17 en octobre 2016 avec entrée en vigueur reportée de 6 mois. ,,Appendix II: ,"Mobula lucasana Beebe & Tee-Van, 1938","Bentfin devil ray, Lesser Devil Ray, Smoothtail Devil Ray, Smoothtail Mobula, Thurton's devil ray","Chupasangre, Chupa Sangre, Cubana de lomo azul, Diablo Chupasangre, Diablo Manta, Manta Diablo, Manta Raya",Mante Vampire,TRUE,"AU, BD, BR, BN, KH, CL, CO, CR, CI, EC, EG, SV, FJ, GM, GH, GT, GW, HN, IN, ID, IR, JP, MG, MY, MV, MX, MZ, MM, NA, NI, OM, PK, PG, PE, PH, SA, SN, SG, ZA, LK, TH, TL, US, VU, VN","Australia, Bangladesh, Brazil, Brunei Darussalam, Cambodia, Chile, Colombia, Costa Rica, Côte d'Ivoire, Ecuador, Egypt, El Salvador, Fiji, Gambia, Ghana, Guatemala, Guinea Bissau, Honduras, India, Indonesia, Iran (Islamic Republic of), Japan, Madagascar, Malaysia, Maldives, Mexico, Mozambique, Myanmar, Namibia, Nicaragua, Oman, Pakistan, Papua New Guinea, Peru, Philippines, Saudi Arabia, Senegal, Singapore, South Africa, Sri Lanka, Thailand, Timor-Leste, United States of America, Vanuatu, Viet Nam","Australia, Bangladesh, Brazil, Brunei Darussalam, Cambodia, Chile, Colombia, Costa Rica, Côte d'Ivoire, Ecuador, Egypt, El Salvador, Fiji, Gambia, Ghana, Guatemala, Guinea Bissau, Honduras, India, Indonesia, Iran (Islamic Republic of), Malaysia, Maldives, Mexico, Mozambique, Myanmar, Namibia, Nicaragua, Oman, Pakistan, Papua New Guinea, Philippines, Saudi Arabia, Senegal, Singapore, South Africa, Sri Lanka, Thailand, Timor-Leste, United States of America, Vanuatu, Viet Nam",,,,,,"Japan, Madagascar, Peru"
100336,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Nasolamia,,,Nasolamia,,"Compagno & Garrick, 1983",GENUS,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,,,,TRUE,,,,,,,,,
100379,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Nasolamia,velox,,Nasolamia velox,,"(Gilbert, 1898)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Whitenose shark,,,TRUE,"CO, CR, EC, SV, GT, HN, MX, NI, PA, PE","Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru","Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru",,,,,,
100337,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,,,Negaprion,,"Whitley, 1940",GENUS,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,,,,TRUE,,,,,,,,,
